case_id,analyst_id,analyst_name,assigned_date,allocation_status,manager_override
C04214,A007,Michael Doyle,2026-04-08 13:06:10.006348,Completed,0
C04215,A004,David Byrne,2025-11-11 13:06:10.006885,Completed,0
C04216,A015,Sophie Bennett,2025-08-27 13:06:10.006885,Completed,0
C04217,A016,Daniel Clarke,2026-04-11 13:06:10.007419,Completed,0
C04218,A011,Patrick Nolan,2025-08-18 13:06:10.007419,Completed,0
C04219,A012,Rachel McCarthy,2025-12-21 13:06:10.007419,Completed,0
C04220,A016,Daniel Clarke,2026-07-05 13:06:10.007419,Delayed,1
C04221,A002,Sarah O'Connor,2026-02-21 13:06:10.008443,Escalated,0
C04222,A011,Patrick Nolan,2025-09-27 13:06:10.008443,Completed,0
C04223,A007,Michael Doyle,2026-03-30 13:06:10.008443,Escalated,0
C04224,A009,Conor Flynn,2025-10-17 13:06:10.009423,Completed,0
C04225,A012,Rachel McCarthy,2025-09-25 13:06:10.009423,Delayed,0
C04226,A006,Aoife Brennan,2026-01-22 13:06:10.009423,Completed,0
C04227,A009,Conor Flynn,2026-03-18 13:06:10.009423,Completed,0
C04228,A006,Aoife Brennan,2025-08-11 13:06:10.010423,Completed,0
C04229,A006,Aoife Brennan,2025-10-05 13:06:10.010423,Delayed,0
C04230,A013,Brian O'Sullivan,2026-05-17 13:06:10.011440,Delayed,0
C04231,A018,Kevin Reilly,2026-02-01 13:06:10.011440,Completed,0
C04232,A013,Brian O'Sullivan,2026-02-13 13:06:10.011440,Completed,0
C04233,A018,Kevin Reilly,2025-11-18 13:06:10.011440,Completed,0
C04234,A001,John Murphy,2026-06-15 13:06:10.012612,Completed,0
C04235,A013,Brian O'Sullivan,2026-03-18 13:06:10.012612,Completed,0
C04236,A012,Rachel McCarthy,2026-03-16 13:06:10.012612,Completed,0
C04237,A007,Michael Doyle,2026-07-05 13:06:10.012612,Delayed,0
C04238,A003,Emma Walsh,2026-03-06 13:06:10.013613,Escalated,1
C04239,A006,Aoife Brennan,2025-11-05 13:06:10.013613,Completed,0
C04240,A016,Daniel Clarke,2026-02-17 13:06:10.014596,Completed,0
C04241,A006,Aoife Brennan,2025-07-16 13:06:10.014596,Escalated,0
C04242,A006,Aoife Brennan,2025-07-30 13:06:10.014596,Completed,0
C04243,A003,Emma Walsh,2026-06-24 13:06:10.015611,Completed,0
C04244,A006,Aoife Brennan,2026-03-26 13:06:10.015611,Completed,0
C04245,A008,Niamh Ryan,2026-03-01 13:06:10.015611,Delayed,0
C04246,A006,Aoife Brennan,2025-11-01 13:06:10.015611,Completed,0
C04247,A008,Niamh Ryan,2026-01-09 13:06:10.016611,Delayed,0
C04248,A010,Laura Hughes,2025-07-13 13:06:10.016611,Completed,0
C04249,A005,Mark Kelly,2026-02-07 13:06:10.016611,Completed,0
C04250,A015,Sophie Bennett,2026-05-06 13:06:10.016611,Delayed,0
C04251,A002,Sarah O'Connor,2025-08-22 13:06:10.017611,Completed,0
C04252,A016,Daniel Clarke,2026-05-02 13:06:10.017611,Escalated,0
C04253,A010,Laura Hughes,2025-09-11 13:06:10.017611,Completed,0
C04254,A013,Brian O'Sullivan,2025-09-28 13:06:10.018612,Completed,0
C04255,A003,Emma Walsh,2026-04-05 13:06:10.018612,Delayed,1
C04256,A009,Conor Flynn,2025-11-14 13:06:10.018612,Completed,0
C04257,A001,John Murphy,2025-08-30 13:06:10.019612,Escalated,0
C04258,A008,Niamh Ryan,2025-09-13 13:06:10.019612,Completed,0
C04259,A003,Emma Walsh,2026-03-12 13:06:10.019612,Delayed,0
C04260,A007,Michael Doyle,2025-09-15 13:06:10.020611,Completed,0
C04261,A015,Sophie Bennett,2025-09-24 13:06:10.020611,Completed,0
C04262,A010,Laura Hughes,2026-01-03 13:06:10.020611,Completed,0
C04263,A006,Aoife Brennan,2026-05-02 13:06:10.020611,Completed,0
C04264,A011,Patrick Nolan,2026-06-08 13:06:10.021611,Completed,0
C04265,A016,Daniel Clarke,2025-12-22 13:06:10.021611,Delayed,0
C04266,A005,Mark Kelly,2025-11-08 13:06:10.021611,Completed,0
C04267,A003,Emma Walsh,2026-05-17 13:06:10.022611,Completed,0
C04268,A003,Emma Walsh,2025-10-17 13:06:10.022611,Completed,1
C04269,A010,Laura Hughes,2026-01-19 13:06:10.022611,Completed,0
C04270,A008,Niamh Ryan,2026-02-02 13:06:10.022611,Delayed,0
C04271,A015,Sophie Bennett,2025-08-05 13:06:10.023610,Escalated,0
C04272,A018,Kevin Reilly,2025-12-19 13:06:10.023610,Completed,0
C04273,A014,James Fitzgerald,2025-10-18 13:06:10.023610,Completed,0
C04274,A001,John Murphy,2026-01-24 13:06:10.024595,Completed,0
C04275,A004,David Byrne,2026-05-19 13:06:10.024595,Escalated,0
C04276,A015,Sophie Bennett,2025-07-31 13:06:10.024595,Completed,1
C04277,A001,John Murphy,2026-03-20 13:06:10.025594,Completed,0
C04278,A012,Rachel McCarthy,2026-06-10 13:06:10.025594,Completed,0
C04279,A006,Aoife Brennan,2025-07-31 13:06:10.026049,Escalated,0
C04280,A004,David Byrne,2026-03-04 13:06:10.026049,Delayed,0
C04281,A007,Michael Doyle,2026-07-02 13:06:10.026049,Completed,0
C04282,A012,Rachel McCarthy,2025-10-17 13:06:10.026049,Escalated,0
C04283,A016,Daniel Clarke,2026-05-27 13:06:10.027047,Completed,0
C04284,A016,Daniel Clarke,2026-07-01 13:06:10.027047,Completed,0
C04285,A007,Michael Doyle,2026-05-10 13:06:10.027047,Completed,0
C04286,A003,Emma Walsh,2026-06-26 13:06:10.028065,Completed,0
C04287,A002,Sarah O'Connor,2026-02-14 13:06:10.028065,Completed,0
C04288,A003,Emma Walsh,2026-05-03 13:06:10.028065,Completed,0
C04289,A018,Kevin Reilly,2026-04-18 13:06:10.029065,Completed,0
C04290,A011,Patrick Nolan,2025-09-21 13:06:10.029065,Delayed,0
C04291,A006,Aoife Brennan,2026-01-19 13:06:10.029065,Completed,1
C04292,A007,Michael Doyle,2026-04-06 13:06:10.029065,Completed,0
C04293,A006,Aoife Brennan,2026-05-20 13:06:10.030064,Delayed,0
C04294,A004,David Byrne,2025-07-16 13:06:10.030064,Delayed,0
C04295,A016,Daniel Clarke,2025-12-12 13:06:10.030064,Completed,0
C04296,A016,Daniel Clarke,2025-11-24 13:06:10.030064,Completed,0
C04297,A007,Michael Doyle,2025-07-26 13:06:10.031064,Escalated,1
C04298,A007,Michael Doyle,2026-06-25 13:06:10.031064,Completed,0
C04299,A016,Daniel Clarke,2026-02-06 13:06:10.031064,Completed,1
C04300,A005,Mark Kelly,2025-09-11 13:06:10.032064,Completed,1
C04301,A018,Kevin Reilly,2026-01-16 13:06:10.032064,Escalated,0
C04302,A018,Kevin Reilly,2026-01-08 13:06:10.032064,Completed,1
C04303,A015,Sophie Bennett,2025-10-29 13:06:10.033066,Completed,0
C04304,A011,Patrick Nolan,2025-12-31 13:06:10.033066,Completed,0
C04305,A011,Patrick Nolan,2026-03-14 13:06:10.033066,Completed,0
C04306,A013,Brian O'Sullivan,2025-07-22 13:06:10.033066,Completed,0
C04307,A015,Sophie Bennett,2026-01-05 13:06:10.034049,Completed,0
C04308,A014,James Fitzgerald,2025-09-17 13:06:10.034049,Completed,0
C04309,A013,Brian O'Sullivan,2025-09-09 13:06:10.034049,Completed,0
C04310,A001,John Murphy,2026-03-04 13:06:10.035048,Completed,0
C04311,A007,Michael Doyle,2026-01-03 13:06:10.035048,Completed,0
C04312,A018,Kevin Reilly,2026-06-11 13:06:10.035048,Delayed,0
C04313,A010,Laura Hughes,2025-07-20 13:06:10.035048,Escalated,1
C04314,A002,Sarah O'Connor,2026-05-11 13:06:10.036063,Completed,0
C04315,A007,Michael Doyle,2025-10-05 13:06:10.036063,Completed,0
C04316,A016,Daniel Clarke,2025-12-14 13:06:10.036063,Completed,0
C04317,A001,John Murphy,2026-05-10 13:06:10.036063,Completed,0
C04318,A003,Emma Walsh,2025-11-11 13:06:10.037209,Completed,1
C04319,A013,Brian O'Sullivan,2025-12-01 13:06:10.037209,Completed,1
C04320,A007,Michael Doyle,2025-11-23 13:06:10.037209,Completed,0
C04321,A010,Laura Hughes,2026-05-02 13:06:10.037209,Completed,0
C04322,A007,Michael Doyle,2026-01-28 13:06:10.038191,Completed,0
C04323,A001,John Murphy,2026-03-03 13:06:10.038191,Completed,0
C04324,A009,Conor Flynn,2026-03-20 13:06:10.038191,Completed,1
C04325,A003,Emma Walsh,2025-10-31 13:06:10.038191,Completed,1
C04326,A003,Emma Walsh,2026-02-11 13:06:10.039207,Completed,0
C04327,A013,Brian O'Sullivan,2026-04-07 13:06:10.039207,Completed,0
C04328,A002,Sarah O'Connor,2026-05-04 13:06:10.039207,Completed,0
C04329,A002,Sarah O'Connor,2025-12-27 13:06:10.040208,Completed,0
C04330,A010,Laura Hughes,2025-10-07 13:06:10.040208,Completed,0
C04331,A013,Brian O'Sullivan,2025-08-09 13:06:10.040208,Delayed,0
C04332,A014,James Fitzgerald,2025-10-25 13:06:10.040208,Completed,0
C04333,A003,Emma Walsh,2026-05-21 13:06:10.041207,Completed,0
C04334,A004,David Byrne,2026-03-12 13:06:10.041207,Completed,0
C04335,A016,Daniel Clarke,2026-01-23 13:06:10.042215,Completed,0
C04336,A016,Daniel Clarke,2025-11-24 13:06:10.042215,Completed,0
C04337,A013,Brian O'Sullivan,2025-12-20 13:06:10.042215,Completed,1
C04338,A007,Michael Doyle,2026-02-07 13:06:10.043215,Completed,0
C04339,A001,John Murphy,2026-05-07 13:06:10.043215,Delayed,0
C04340,A011,Patrick Nolan,2026-04-22 13:06:10.043215,Escalated,0
C04341,A013,Brian O'Sullivan,2025-12-08 13:06:10.044216,Completed,1
C04342,A001,John Murphy,2025-08-20 13:06:10.044216,Completed,0
C04343,A016,Daniel Clarke,2026-02-25 13:06:10.044216,Completed,1
C04344,A004,David Byrne,2025-09-27 13:06:10.045232,Completed,0
C04345,A002,Sarah O'Connor,2025-12-02 13:06:10.045232,Escalated,0
C04346,A001,John Murphy,2026-01-17 13:06:10.045232,Completed,0
C04347,A013,Brian O'Sullivan,2026-05-29 13:06:10.045232,Completed,1
C04348,A008,Niamh Ryan,2026-05-24 13:06:10.046232,Completed,0
C04349,A016,Daniel Clarke,2025-08-08 13:06:10.046232,Delayed,1
C04350,A010,Laura Hughes,2026-04-04 13:06:10.046232,Completed,1
C04351,A007,Michael Doyle,2025-12-22 13:06:10.047232,Completed,0
C04352,A018,Kevin Reilly,2025-09-14 13:06:10.047232,Completed,0
C04353,A001,John Murphy,2025-12-07 13:06:10.047232,Completed,1
C04354,A001,John Murphy,2025-11-21 13:06:10.048232,Completed,1
C04355,A016,Daniel Clarke,2026-02-03 13:06:10.048232,Completed,1
C04356,A011,Patrick Nolan,2025-10-03 13:06:10.048232,Completed,0
C04357,A016,Daniel Clarke,2025-10-21 13:06:10.049234,Completed,0
C04358,A003,Emma Walsh,2026-01-07 13:06:10.049234,Delayed,1
C04359,A003,Emma Walsh,2026-02-02 13:06:10.049234,Completed,0
C04360,A007,Michael Doyle,2026-02-09 13:06:10.050232,Delayed,0
C04361,A005,Mark Kelly,2025-11-12 13:06:10.050232,Completed,1
C04362,A002,Sarah O'Connor,2026-07-04 13:06:10.050232,Completed,0
C04363,A001,John Murphy,2026-05-31 13:06:10.051231,Completed,0
C04364,A013,Brian O'Sullivan,2025-09-30 13:06:10.051231,Completed,1
C04365,A018,Kevin Reilly,2025-11-30 13:06:10.051231,Completed,0
C04366,A003,Emma Walsh,2026-06-23 13:06:10.051231,Completed,0
C04367,A001,John Murphy,2026-06-21 13:06:10.052386,Completed,0
C04368,A006,Aoife Brennan,2025-07-16 13:06:10.052386,Completed,0
C04369,A004,David Byrne,2026-03-13 13:06:10.052386,Delayed,0
C04370,A004,David Byrne,2026-04-30 13:06:10.052386,Escalated,0
C04371,A016,Daniel Clarke,2026-01-02 13:06:10.053385,Completed,1
C04372,A008,Niamh Ryan,2026-02-06 13:06:10.053385,Completed,0
C04373,A006,Aoife Brennan,2025-09-16 13:06:10.053385,Completed,0
C04374,A016,Daniel Clarke,2026-03-11 13:06:10.054375,Completed,0
C04375,A010,Laura Hughes,2026-01-04 13:06:10.054375,Delayed,0
C04376,A007,Michael Doyle,2025-12-11 13:06:10.054375,Completed,0
C04377,A002,Sarah O'Connor,2026-07-06 13:06:10.055386,Completed,1
C04378,A018,Kevin Reilly,2025-12-13 13:06:10.055386,Completed,1
C04379,A001,John Murphy,2025-08-04 13:06:10.055386,Delayed,0
C04380,A007,Michael Doyle,2026-02-11 13:06:10.055386,Completed,0
C04381,A013,Brian O'Sullivan,2026-01-20 13:06:10.056386,Escalated,0
C04382,A002,Sarah O'Connor,2026-06-14 13:06:10.056386,Escalated,1
C04383,A016,Daniel Clarke,2025-08-08 13:06:10.056923,Delayed,0
C04384,A001,John Murphy,2026-02-23 13:06:10.056923,Completed,0
C04385,A018,Kevin Reilly,2026-01-02 13:06:10.056923,Completed,0
C04386,A018,Kevin Reilly,2026-01-12 13:06:10.057958,Completed,0
C04387,A016,Daniel Clarke,2025-09-27 13:06:10.057958,Delayed,0
C04388,A015,Sophie Bennett,2025-10-12 13:06:10.057958,Delayed,0
C04389,A002,Sarah O'Connor,2026-03-09 13:06:10.058940,Delayed,0
C04390,A016,Daniel Clarke,2026-06-25 13:06:10.058940,Delayed,0
C04391,A002,Sarah O'Connor,2026-06-30 13:06:10.058940,Completed,1
C04392,A011,Patrick Nolan,2026-01-18 13:06:10.059941,Completed,0
C04393,A003,Emma Walsh,2026-02-10 13:06:10.059941,Completed,0
C04394,A016,Daniel Clarke,2026-07-06 13:06:10.059941,Completed,0
C04395,A003,Emma Walsh,2026-06-20 13:06:10.059941,Delayed,1
C04396,A012,Rachel McCarthy,2025-10-26 13:06:10.060940,Completed,0
C04397,A006,Aoife Brennan,2025-08-30 13:06:10.060940,Escalated,1
C04398,A010,Laura Hughes,2026-01-28 13:06:10.060940,Completed,1
C04399,A015,Sophie Bennett,2026-04-06 13:06:10.060940,Completed,0
C04400,A003,Emma Walsh,2026-03-02 13:06:10.061957,Completed,0
C04401,A001,John Murphy,2025-08-13 13:06:10.061957,Completed,0
C04402,A018,Kevin Reilly,2026-06-14 13:06:10.061957,Escalated,0
C04403,A011,Patrick Nolan,2026-04-15 13:06:10.061957,Delayed,0
C04404,A015,Sophie Bennett,2025-12-01 13:06:10.063169,Completed,0
C04405,A001,John Murphy,2025-12-13 13:06:10.063169,Completed,0
C04406,A001,John Murphy,2025-08-06 13:06:10.063169,Delayed,0
C04407,A004,David Byrne,2026-04-03 13:06:10.064151,Completed,0
C04408,A002,Sarah O'Connor,2026-01-15 13:06:10.064151,Escalated,0
C04409,A013,Brian O'Sullivan,2026-03-26 13:06:10.064724,Delayed,0
C04410,A018,Kevin Reilly,2025-10-24 13:06:10.064724,Escalated,0
C04411,A003,Emma Walsh,2026-05-18 13:06:10.064724,Completed,1
C04412,A004,David Byrne,2025-10-20 13:06:10.065757,Completed,1
C04413,A002,Sarah O'Connor,2026-07-06 13:06:10.065757,Completed,1
C04414,A015,Sophie Bennett,2026-03-09 13:06:10.065757,Delayed,0
C04415,A001,John Murphy,2025-08-09 13:06:10.066756,Delayed,0
C04416,A016,Daniel Clarke,2025-12-19 13:06:10.066756,Completed,0
C04417,A016,Daniel Clarke,2025-12-04 13:06:10.066756,Completed,0
C04418,A018,Kevin Reilly,2026-02-12 13:06:10.066756,Completed,0
C04419,A016,Daniel Clarke,2026-04-26 13:06:10.067765,Completed,0
C04420,A009,Conor Flynn,2026-07-10 13:06:10.067765,Completed,0
C04421,A006,Aoife Brennan,2026-04-26 13:06:10.067765,Completed,0
C04422,A018,Kevin Reilly,2026-06-15 13:06:10.067765,Completed,1
C04423,A003,Emma Walsh,2025-07-25 13:06:10.068756,Completed,0
C04424,A002,Sarah O'Connor,2025-12-17 13:06:10.068756,Escalated,0
C04425,A004,David Byrne,2025-08-14 13:06:10.068756,Completed,0
C04426,A004,David Byrne,2026-05-23 13:06:10.069755,Completed,0
C04427,A004,David Byrne,2025-08-17 13:06:10.069755,Completed,0
C04428,A016,Daniel Clarke,2025-09-02 13:06:10.069755,Completed,0
C04429,A003,Emma Walsh,2025-08-18 13:06:10.070755,Delayed,0
C04430,A013,Brian O'Sullivan,2026-06-15 13:06:10.070755,Delayed,1
C04431,A004,David Byrne,2026-02-03 13:06:10.070755,Completed,0
C04432,A003,Emma Walsh,2026-01-22 13:06:10.070755,Escalated,0
C04433,A001,John Murphy,2026-01-05 13:06:10.071755,Delayed,0
C04434,A007,Michael Doyle,2026-03-18 13:06:10.071755,Completed,0
C04435,A016,Daniel Clarke,2025-11-26 13:06:10.071755,Escalated,0
C04436,A016,Daniel Clarke,2025-12-23 13:06:10.072756,Completed,0
C04437,A013,Brian O'Sullivan,2026-02-18 13:06:10.072756,Completed,0
C04438,A016,Daniel Clarke,2025-07-18 13:06:10.072756,Delayed,0
C04439,A001,John Murphy,2025-08-14 13:06:10.073756,Delayed,0
C04440,A018,Kevin Reilly,2026-04-26 13:06:10.073756,Completed,0
C04441,A005,Mark Kelly,2025-08-31 13:06:10.073756,Completed,0
C04442,A002,Sarah O'Connor,2026-06-29 13:06:10.074761,Completed,0
C04443,A003,Emma Walsh,2026-04-25 13:06:10.074761,Completed,0
C04444,A001,John Murphy,2025-08-07 13:06:10.074761,Completed,1
C04445,A014,James Fitzgerald,2025-12-23 13:06:10.074761,Completed,0
C04446,A016,Daniel Clarke,2026-01-09 13:06:10.075764,Delayed,0
C04447,A013,Brian O'Sullivan,2026-01-07 13:06:10.075764,Completed,0
C04448,A016,Daniel Clarke,2026-02-04 13:06:10.075764,Completed,0
C04449,A013,Brian O'Sullivan,2026-02-04 13:06:10.076761,Completed,0
C04450,A002,Sarah O'Connor,2025-09-28 13:06:10.076761,Completed,0
C04451,A006,Aoife Brennan,2026-03-20 13:06:10.076761,Escalated,0
C04452,A009,Conor Flynn,2026-02-21 13:06:10.076761,Completed,0
C04453,A001,John Murphy,2026-04-17 13:06:10.077913,Completed,0
C04454,A009,Conor Flynn,2025-07-27 13:06:10.077913,Completed,0
C04455,A012,Rachel McCarthy,2025-08-20 13:06:10.077913,Delayed,0
C04456,A003,Emma Walsh,2026-06-07 13:06:10.077913,Completed,0
C04457,A018,Kevin Reilly,2026-05-10 13:06:10.078910,Completed,0
C04458,A015,Sophie Bennett,2026-04-27 13:06:10.078910,Delayed,0
C04459,A010,Laura Hughes,2025-12-14 13:06:10.078910,Completed,0
C04460,A009,Conor Flynn,2025-11-02 13:06:10.079910,Completed,0
C04461,A015,Sophie Bennett,2026-01-22 13:06:10.079910,Completed,0
C04462,A001,John Murphy,2025-11-20 13:06:10.079910,Completed,0
C04463,A006,Aoife Brennan,2026-01-22 13:06:10.080894,Completed,0
C04464,A012,Rachel McCarthy,2025-08-01 13:06:10.080894,Completed,0
C04465,A003,Emma Walsh,2025-07-20 13:06:10.080894,Completed,0
C04466,A007,Michael Doyle,2026-03-19 13:06:10.081910,Completed,0
C04467,A008,Niamh Ryan,2026-05-17 13:06:10.081910,Delayed,0
C04468,A007,Michael Doyle,2025-07-22 13:06:10.081910,Escalated,0
C04469,A003,Emma Walsh,2025-11-15 13:06:10.081910,Completed,0
C04470,A015,Sophie Bennett,2026-04-29 13:06:10.082910,Completed,0
C04471,A011,Patrick Nolan,2026-05-06 13:06:10.082910,Completed,0
C04472,A016,Daniel Clarke,2025-09-25 13:06:10.082910,Completed,0
C04473,A016,Daniel Clarke,2025-08-14 13:06:10.083895,Completed,0
C04474,A006,Aoife Brennan,2026-05-16 13:06:10.083895,Completed,1
C04475,A014,James Fitzgerald,2026-01-31 13:06:10.083895,Escalated,0
C04476,A013,Brian O'Sullivan,2025-11-05 13:06:10.083895,Completed,0
C04477,A003,Emma Walsh,2026-02-02 13:06:10.084918,Completed,0
C04478,A012,Rachel McCarthy,2026-07-01 13:06:10.084918,Completed,0
C04479,A015,Sophie Bennett,2025-09-04 13:06:10.084918,Completed,0
C04480,A012,Rachel McCarthy,2026-01-23 13:06:10.084918,Completed,0
C04481,A001,John Murphy,2026-06-10 13:06:10.085910,Completed,0
C04482,A003,Emma Walsh,2026-01-27 13:06:10.085910,Delayed,0
C04483,A001,John Murphy,2025-09-11 13:06:10.085910,Delayed,0
C04484,A008,Niamh Ryan,2026-05-25 13:06:10.085910,Completed,0
C04485,A009,Conor Flynn,2025-11-02 13:06:10.085910,Delayed,1
C04486,A011,Patrick Nolan,2025-07-28 13:06:10.087055,Completed,1
C04487,A001,John Murphy,2026-06-10 13:06:10.087055,Delayed,1
C04488,A013,Brian O'Sullivan,2025-11-05 13:06:10.087055,Completed,0
C04489,A003,Emma Walsh,2025-10-27 13:06:10.088053,Delayed,1
C04490,A004,David Byrne,2026-01-06 13:06:10.088053,Completed,1
C04491,A008,Niamh Ryan,2026-02-19 13:06:10.088053,Completed,0
C04492,A015,Sophie Bennett,2026-04-16 13:06:10.089052,Completed,0
C04493,A005,Mark Kelly,2025-12-07 13:06:10.089052,Completed,1
C04494,A005,Mark Kelly,2025-09-07 13:06:10.089052,Completed,0
C04495,A011,Patrick Nolan,2025-11-25 13:06:10.089052,Completed,1
C04496,A005,Mark Kelly,2026-01-25 13:06:10.089052,Delayed,1
C04497,A016,Daniel Clarke,2025-11-11 13:06:10.090053,Completed,0
C04498,A013,Brian O'Sullivan,2025-07-13 13:06:10.090053,Delayed,0
C04499,A010,Laura Hughes,2025-08-25 13:06:10.090053,Completed,0
C04500,A012,Rachel McCarthy,2026-06-18 13:06:10.091053,Delayed,0
C04501,A018,Kevin Reilly,2025-08-10 13:06:10.091053,Completed,0
C04502,A011,Patrick Nolan,2026-02-07 13:06:10.091053,Completed,1
C04503,A003,Emma Walsh,2026-01-24 13:06:10.091053,Escalated,0
C04504,A011,Patrick Nolan,2025-09-26 13:06:10.092061,Completed,1
C04505,A018,Kevin Reilly,2025-11-23 13:06:10.092061,Escalated,0
C04506,A009,Conor Flynn,2026-06-17 13:06:10.092061,Escalated,0
C04507,A014,James Fitzgerald,2025-12-21 13:06:10.092061,Completed,0
C04508,A018,Kevin Reilly,2026-02-02 13:06:10.093064,Delayed,1
C04509,A008,Niamh Ryan,2026-06-22 13:06:10.093064,Completed,0
C04510,A005,Mark Kelly,2026-04-28 13:06:10.093064,Delayed,0
C04511,A011,Patrick Nolan,2025-11-09 13:06:10.093064,Completed,0
C04512,A002,Sarah O'Connor,2025-11-01 13:06:10.094062,Completed,0
C04513,A004,David Byrne,2026-07-07 13:06:10.094062,Delayed,0
C04514,A011,Patrick Nolan,2025-12-23 13:06:10.094062,Completed,0
C04515,A004,David Byrne,2026-01-13 13:06:10.095088,Completed,0
C04516,A005,Mark Kelly,2026-01-09 13:06:10.095088,Escalated,1
C04517,A001,John Murphy,2026-05-01 13:06:10.095088,Completed,0
C04518,A011,Patrick Nolan,2026-04-14 13:06:10.096082,Completed,0
C04519,A001,John Murphy,2026-02-03 13:06:10.096082,Completed,1
C04520,A016,Daniel Clarke,2025-09-14 13:06:10.096082,Completed,0
C04521,A014,James Fitzgerald,2026-05-31 13:06:10.096082,Completed,0
C04522,A003,Emma Walsh,2026-02-10 13:06:10.097078,Escalated,1
C04523,A003,Emma Walsh,2026-04-12 13:06:10.097078,Completed,1
C04524,A016,Daniel Clarke,2025-07-24 13:06:10.097078,Completed,1
C04525,A016,Daniel Clarke,2026-04-20 13:06:10.097078,Completed,0
C04526,A010,Laura Hughes,2025-11-19 13:06:10.098078,Completed,1
C04527,A011,Patrick Nolan,2025-07-23 13:06:10.098078,Completed,1
C04528,A011,Patrick Nolan,2026-01-28 13:06:10.098078,Completed,0
C04529,A010,Laura Hughes,2026-03-19 13:06:10.098078,Completed,0
C04530,A011,Patrick Nolan,2025-08-05 13:06:10.099078,Delayed,0
C04531,A016,Daniel Clarke,2026-04-03 13:06:10.099078,Completed,1
C04532,A009,Conor Flynn,2026-02-02 13:06:10.099078,Completed,0
C04533,A005,Mark Kelly,2025-07-30 13:06:10.100078,Completed,1
C04534,A001,John Murphy,2026-06-19 13:06:10.100078,Delayed,0
C04535,A003,Emma Walsh,2026-01-07 13:06:10.100078,Completed,1
C04536,A010,Laura Hughes,2026-01-19 13:06:10.100078,Completed,0
C04537,A016,Daniel Clarke,2025-07-12 13:06:10.101061,Delayed,0
C04538,A010,Laura Hughes,2025-12-12 13:06:10.101061,Completed,0
C04539,A003,Emma Walsh,2026-04-15 13:06:10.101061,Escalated,0
C04540,A001,John Murphy,2025-08-01 13:06:10.102148,Completed,0
C04541,A003,Emma Walsh,2026-03-25 13:06:10.102148,Completed,0
C04542,A013,Brian O'Sullivan,2026-07-08 13:06:10.102148,Completed,0
C04543,A016,Daniel Clarke,2026-03-29 13:06:10.103120,Completed,0
C04544,A018,Kevin Reilly,2026-01-11 13:06:10.103120,Completed,0
C04545,A002,Sarah O'Connor,2025-09-23 13:06:10.103120,Delayed,0
C04546,A013,Brian O'Sullivan,2026-01-09 13:06:10.103120,Delayed,0
C04547,A013,Brian O'Sullivan,2026-01-12 13:06:10.104120,Completed,0
C04548,A004,David Byrne,2025-08-10 13:06:10.104120,Completed,0
C04549,A010,Laura Hughes,2025-10-12 13:06:10.104120,Completed,0
C04550,A009,Conor Flynn,2026-03-19 13:06:10.105136,Completed,0
C04551,A006,Aoife Brennan,2025-11-28 13:06:10.105136,Completed,0
C04552,A008,Niamh Ryan,2026-07-03 13:06:10.105136,Completed,0
C04553,A016,Daniel Clarke,2026-05-14 13:06:10.105136,Completed,0
C04554,A004,David Byrne,2026-04-28 13:06:10.105136,Completed,0
C04555,A015,Sophie Bennett,2026-04-06 13:06:10.105136,Escalated,0
C04556,A010,Laura Hughes,2025-08-11 13:06:10.106660,Completed,0
C04557,A001,John Murphy,2026-04-17 13:06:10.107687,Completed,0
C04558,A003,Emma Walsh,2026-06-06 13:06:10.107687,Completed,0
C04559,A001,John Murphy,2025-07-29 13:06:10.107687,Completed,1
C04560,A015,Sophie Bennett,2026-01-25 13:06:10.108685,Completed,0
C04561,A012,Rachel McCarthy,2025-08-31 13:06:10.108685,Completed,0
C04562,A012,Rachel McCarthy,2025-10-27 13:06:10.109686,Completed,0
C04563,A006,Aoife Brennan,2026-01-28 13:06:10.109686,Completed,0
C04564,A001,John Murphy,2025-07-20 13:06:10.110686,Completed,0
C04565,A013,Brian O'Sullivan,2025-11-21 13:06:10.110686,Completed,0
C04566,A002,Sarah O'Connor,2026-02-07 13:06:10.111689,Delayed,0
C04567,A010,Laura Hughes,2025-09-18 13:06:10.111689,Completed,0
C04568,A002,Sarah O'Connor,2026-05-10 13:06:10.111689,Completed,0
C04569,A003,Emma Walsh,2025-11-15 13:06:10.112869,Completed,0
C04570,A003,Emma Walsh,2025-09-30 13:06:10.112869,Completed,0
C04571,A018,Kevin Reilly,2026-06-14 13:06:10.112869,Escalated,0
C04572,A011,Patrick Nolan,2026-04-25 13:06:10.113833,Completed,0
C04573,A002,Sarah O'Connor,2026-04-11 13:06:10.113833,Completed,1
C04574,A003,Emma Walsh,2025-08-06 13:06:10.113833,Completed,0
C04575,A004,David Byrne,2025-10-20 13:06:10.114863,Completed,0
C04576,A001,John Murphy,2026-02-11 13:06:10.114863,Completed,0
C04577,A013,Brian O'Sullivan,2025-07-30 13:06:10.114863,Completed,1
C04578,A006,Aoife Brennan,2026-04-24 13:06:10.114863,Completed,0
C04579,A010,Laura Hughes,2025-08-11 13:06:10.115852,Completed,1
C04580,A007,Michael Doyle,2026-05-02 13:06:10.115852,Completed,0
C04581,A013,Brian O'Sullivan,2026-05-31 13:06:10.115852,Delayed,0
C04582,A010,Laura Hughes,2026-04-22 13:06:10.115852,Escalated,0
